意外	unexpected; accident	yì wài	他 的 出现 很 意外 。	tā de chūxiàn hěn yìwài.	His appearance was unexpected.
入	to enter	rù	请 进 入 房间 。	qǐng jìnrù fángjiān.	Please enter the room.
责任	responsibility; duty	zé rèn	这 不 是 你 的 责任 。	zhè bù shì nǐ de zérèn.	This is not your responsibility.
食物	food	shí wù	这 些 食物 很 好吃 。	zhè xiē shíwù hěn hǎochī.	These foods are delicious.
遗憾	regret; pity	yí hàn	很 遗憾 ， 我 今天 不 能 去 了 。	hěn yíhàn, wǒ jīntiān bù néng qù le.	Unfortunately, I can't go today.
反正	anyway; in any case	fǎn zhèng	下雨 了 ， 反正 我们 也 出 不 去 了 。	xiàyǔ le, fǎnzhèng wǒmen yě chū bu qù le.	It's raining, so we can't go out anyway.
设计	to design; design	shè jì	这 个 房间 是 谁 设计 的 ？	zhè ge fángjiān shì shéi shèjì de?	Who designed this room?
封	(measure word for letters)	fēng	我 今天 收到 了 一 封 信 。	wǒ jīntiān shōudào le yī fēng xìn.	I received a letter today.
赢得	to win	yíng de	我们 的 队 赢得 了 比赛 。	wǒmen de duì yíngde le bǐsài.	Our team won the game.
正是	precisely; exactly	zhèng shì	他 正是 我 要 找 的 人 ！	tā zhèngshì wǒ yào zhǎo de rén!	He is precisely the person I'm looking for!
证人	witness	zhèng rén	警察 要 找 这 个 事件 的 证人 。	jǐngchá yào zhǎo zhè ge shìjiàn de zhèngrén.	The police need to find a witness to this incident.
美丽	beautiful	měi lì	这 个 公园 很 美丽 。	zhè ge gōngyuán hěn měilì.	This park is very beautiful.
压力	pressure; stress	yā lì	我 最近 工作 压力 很 大 。	wǒ zuìjìn gōngzuò yālì hěn dà.	I've been under a lot of work pressure lately.
味道	taste; flavor	wèi dào	这 个 菜 的 味道 很 好 。	zhè ge cài de wèidào hěn hǎo.	The taste of this dish is very good.
淘汰	to eliminate; to be eliminated	táo tài	他 输 了 比赛 ， 所以 被 淘汰 了 。	tā shū le bǐsài, suǒyǐ bèi táotài le.	He lost the game, so he was eliminated.
厉害	severe; fierce; awesome	lì hai	他 打 篮球 打 得 很 厉害 ！	tā dǎ lánqiú dǎ de hěn lìhai!	He plays basketball awesomely!
射	to shoot; to fire	shè	电影 里 ， 那 个 人 射 了 一 枪 。	diànyǐng lǐ, nà ge rén shè le yī qiāng.	In the movie, that person fired a shot.
室	room	shì	会议 将 在 一 零 一 室 举行 。	huìyì jiāng zài yī líng yī shì jǔxíng.	The meeting will be held in Room 101.
醉	intoxicated; drunk	zuì	他 喝 了 很 多 啤酒 ， 现在 醉 了 。	tā hē le hěn duō píjiǔ, xiànzài zuì le.	He drank a lot of beer and is now drunk.
蠢	stupid; foolish	chǔn	说 别人 蠢 很 不 好 。	shuō biérén chǔn hěn bù hǎo.	It's not good to call other people stupid.
未	not yet; have not	wèi	在 真相 未 明白 前 ， 我们 要 小心 。	zài zhēnxiàng wèi míngbai qián, wǒmen yào xiǎoxīn.	Before the truth is clear, we must be careful.
德	virtue; Germany (abbrev.)	Dé	他 是 一 个 有 德 的 人 。	tā shì yī gè yǒu dé de rén.	He is a virtuous person.
私人	private; personal	sī rén	这 是 我 的 私人 东西 ， 请 不要 动 。	zhè shì wǒ de sīrén dōngxi, qǐng bùyào dòng.	These are my personal belongings; please don't touch them.
某	certain; some (indefinite)	mǒu	我 要 去 某 地 ， 但是 现在 还 不 能 告诉 你 。	wǒ yào qù mǒu dì, dànshì xiànzài hái bù néng gàosu nǐ.	I'm going to a certain place, but I can't tell you yet.
出发	to set out; to depart	chū fā	我们 明天 早上 八 点 出发 。	wǒmen míngtiān zǎoshang bā diǎn chūfā.	We depart tomorrow morning at eight o'clock.
伟大	great; mighty	wěi dà	这 是 一 个 伟大 的 发现 。	zhè shì yī gè wěidà de fāxiàn.	This is a great discovery.
兴奋	excited	xīng fèn	孩子 们 看到 礼物 都 很 兴奋 。	háizimen kàn dào lǐwù dōu hěn xīngfèn.	The children were very excited to see the gifts.
观众	audience	guān zhòng	很 多 观众 看 了 这 部 电影 。	hěn duō guānzhòng kàn le zhè bù diànyǐng.	Many audience members watched this movie.
臭	stinky; smelly	chòu	你 的 鞋 很 臭!	nǐ de xié hěn chòu!	Your shoes are stinky!
达	to reach; to attain	dá	我们 几 点 能 到达 那里？	wǒmen jǐ diǎn néng dàodá nàli?	What time can we get there?
自从	since; ever since	zì cóng	自从 他 去 了 国外 ， 就 没 回来 。	zìcóng tā qù le guówài, jiù méi huílai.	Since he went abroad, he hasn't come back.
钟	clock; bell	zhōng	这 房间 的 钟 坏 了	zhè fángjiān de zhōng huài le	The clock in this room is broken
子弹	bullet	zǐ dàn	那 把 枪 里 没有 子弹 。	nà bǎ qiāng lǐ méiyǒu zǐdàn.	There are no bullets in that gun.
垃圾	garbage; trash	lā jī	麻烦 你 把 垃圾 扔 掉 。	máfan nǐ bǎ lājī rēngdiào.	Could I trouble you to throw out the trash?
男朋友	boyfriend	nán péng you	她 的 男朋友 很 喜欢 看书 。	tā de nánpéngyou hěn xǐhuan kànshū.	Her boyfriend really likes to read.
毒品	drugs	dú pǐn	他 因为 卖 毒品 被 警察 抓 了。	tā yīnwèi mài dúpǐn bèi jǐngchá zhuā le.	He was arrested by the police for selling drugs.
签	to sign; signature	qiān	请 在 这儿 签 你 的 名字 。	qǐng zài zhèr qiān nǐ de míngzi.	Please sign your name here.
不必	need not; not have to	bù bì	你 不必 担心 ， 我 会 帮助 你 。	nǐ bùbì dānxīn, wǒ huì bāngzhù nǐ.	You don't need to worry; I will help you.
反对	to oppose; to be against	fǎn duì	我 反对 ，我 认为 这 个 不 好 。	wǒ fǎnduì, wǒ rènwéi zhè ge bù hǎo.	I oppose; I think this is not good.
颗	(measure word for small, round objects)	kē	我 想 买 一 颗 糖 。	wǒ xiǎng mǎi yī kē táng.	I want to buy a piece of candy.
停下	to stop (an action)	tíng xià	请 你 停下 ， 不要 再 说 了 ！	qǐng nǐ tíngxià, bùyào zài shuō le!	Please stop, don't say anymore!
测试	test; to test	cè shì	明天 我们 有 一 个 汉语 测试 。	míngtiān wǒmen yǒu yī gè hànyǔ cèshì.	We have a Chinese test tomorrow.
精彩	brilliant; wonderful	jīng cǎi	她 表演 了 一 段 精彩 的 舞蹈 。	tā biǎoyǎn le yī duàn jīngcǎi de wǔdǎo.	She performed a brilliant dance.
金	gold; money	jīn	我 没有 金 ， 只 有 一点 钱 。	wǒ méiyǒu jīn, zhǐ yǒu yīdiǎn qián.	I don't have gold, only a little money.
感情	feeling; emotion	gǎn qíng	我 对 他 没有 什么 感情 。	wǒ duì tā méiyǒu shénme gǎnqíng.	I don't have any feelings for him.
有时候	sometimes	yǒu shí hou	我 有时候 一个 人 去 吃饭 。	wǒ yǒushíhou yī gè rén qù chīfàn.	Sometimes I go to eat alone.
袭击	to attack; raid	xí jī	那 只 狗 袭击 了 猫 。	nà zhī gǒu xíjī le māo.	That dog attacked the cat.
演出	performance; to perform	yǎn chū	今天 晚上 有 一 个 很 好 的 演出 。	jīntiān wǎnshang yǒu yī gè hěn hǎo de yǎnchū.	There is a very good performance tonight.
一生	all one's life	yī shēng	他 一生 都 在 学习 。	tā yīshēng dōu zài xuéxí.	He spent his whole life studying.
不在乎	to not care	bù zài hu	我 不在乎 你 说 什么 。	wǒ bùzàihu nǐ shuō shénme.	I don't care what you say.
朝	towards; facing	cháo	请 你 朝 我 这边 看 。	qǐng nǐ cháo wǒ zhèbiān kàn.	Please look towards me.
呼吸	to breathe	hū xī	这 很 重要，如果 你 不 呼吸，就 会 死！	zhè hěn zhòngyào, rúguǒ nǐ bù hūxī, jiù huì sǐ!	This is important, if you do not breathe, you will die!
明星	star; celebrity	míng xīng	她 是 一 个 电影 明星 。	tā shì yī gè diànyǐng míngxīng.	She is a movie star.
超级	super; ultra-	chāo jí	他 是 一 个 超级 英雄 。	tā shì yī gè chāojí yīngxióng.	He is a superhero.
灵魂	soul; spirit	líng hún	人 死 了 以后 ， 灵魂 还 在 吗 ？	rén sǐ le yǐhòu, línghún hái zài ma?	After a person dies, is the soul still there?
破坏	to destroy; to damage	pò huài	小孩子 们 不 要 破坏 这里 的 东西 ！	xiǎoháizimen bù yào pòhuài zhèlǐ de dōngxi!	Children, don't destroy things here!
只不过	only; merely; just	zhǐ bù guò	我 只不过 想 问 你 一 个 问题 。	wǒ zhǐbuguò xiǎng wèn nǐ yī gè wèntí.	I just wanted to ask you a question.
愉快	pleasant; happy	yú kuài	我 希望 你 今天 过 得 愉快 。	wǒ xīwàng nǐ jīntiān guò de yúkuài.	I hope you have a pleasant day today.
爆炸	explosion; to explode	bào zhà	电影 结束 时 ， 一 辆 车 突然 爆炸 了 。	diànyǐng jiéshù shí, yī liàng chē tūrán bàozhà le.	At the end of the movie, a car suddenly exploded.
带走	to take away	dài zǒu	请 你 走 的 时候 ， 把 这 些 东西 带走 。	qǐng nǐ zǒu de shíhou, bǎ zhè xiē dōngxi dàizǒu.	Please take these things with you when you go.
晚餐	dinner; supper	wǎn cān	今天 晚上 的 晚餐 很 好吃 。	jīntiān wǎnshang de wǎncān hěn hǎochī.	Tonight's dinner is very delicious.
开玩笑	to joke; to make fun of	kāi wán xiào	我 不 喜欢 他 ， 他 总是 开玩笑 。	wǒ bù xǐhuan tā, tā zǒngshì kāiwánxiào.	I don't like him; he's always joking around.
角色	role; part (in a play, film, etc.); character	jué sè	你 最 喜欢 这 部 电影 里 的 哪 个 角色 ？	nǐ zuì xǐhuan zhè bù diànyǐng lǐ de nǎ ge juésè?	Which character do you like best in this movie?
脑子	brain; mind	nǎo zi	今天 我 的 脑子 不 转 了 。	jīntiān wǒ de nǎozi bù zhuàn le.	My brain isn't working today.
路上	on the road; on the way	lù shang	我 在 路上 看见 了 一 只 猫 。	wǒ zài lùshang kànjiàn le yī zhī māo.	I saw a cat on the road.
见鬼	damn it; go to hell	jiàn guǐ	见鬼 ！ 我 的 手机 又 坏 了 ！	jiànguǐ! Wǒ de shǒujī yòu huài le!	Damn it! My phone is broken again!
杂志	magazine	zá zhì	这 本 杂志 很 有意思 。	zhè běn zázhì hěn yǒuyìsi.	This magazine is very interesting.
秀	show (loanword)	xiù	今天 晚上 我 想 去 看 秀 。	jīntiān wǎnshang wǒ xiǎng qù kàn xiù.	I want to go see a show tonight.
服务	service; to serve	fú wù	这 家 饭馆 的 服务 很 好 。	zhè jiā fànguǎn de fúwù hěn hǎo.	The service at this restaurant is very good.
合适	suitable; appropriate	hé shì	这 件 衣服 不 合适 我 ， 太 大 了 。	zhè jiàn yīfu bù héshì wǒ, tài dà le.	This clothing doesn't fit me; it's too big.
顿	(measure word for meals)	dùn	我 今天 只 吃 了 一 顿 饭 。	wǒ jīntiān zhǐ chī le yī dùn fàn.	I only ate one meal today.
便	then; in that case	biàn	你 先 吃饭 ， 吃 完 饭 便 可以 去 玩 。	nǐ xiān chīfàn, chī wán fàn biàn kěyǐ qù wán.	You eat first; after you finish eating, then you can go play.
包括	to include; to consist of	bāo kuò	我 的 爱好 包括 读书 和 听 音乐 。	wǒ de àihào bāokuò dúshū hé tīng yīnyuè.	My hobbies include reading and listening to music.
汽车	car; automobile	qì chē	我 爸爸 有 一 辆 红色 的 汽车 。	wǒ bàba yǒu yī liàng hóngsè de qìchē.	My father has a red car.
时刻	moment; point in time	shí kè	这 是 一 个 重要 的 时刻 。	zhè shì yī gè zhòngyào de shíkè.	This is an important moment.
广告	advertisement	guǎng gào	我 不 喜欢 看 广告 。	wǒ bù xǐhuan kàn guǎnggào.	I don't like watching advertisements.
哥们	buddies; pals (informal)	gē men	他 和 他 的 哥们 都 喜欢 踢 球 。	tā hé tā de gēmen dōu xǐhuan tī qiú.	He and his buddies all like to play soccer.
英国	United Kingdom	Yīng guó	我 有 一 个 朋友 去 了 英国 。	wǒ yǒu yī gè péngyou qù le Yīngguó.	I have a friend who went to the UK.
笨蛋	idiot; fool	bèn dàn	他 做 了 一 件 蠢 事 ， 是 个 笨蛋 ！	tā zuò le yī jiàn chǔn shì, shì ge bèndàn!	He did a stupid thing; he's an idiot!
相当	quite; fairly	xiāng dāng	他 的 汉语 水平 相当 好 。	tā de hànyǔ shuǐpíng xiāngdāng hǎo.	His Chinese level is quite good.
投进	to throw into	tóu jìn	他 把 球 投进 了 水 里。	tā bǎ qiú tóujìn le shuǐ lǐ.	He threw the ball into the water.
闻	to smell; to hear	wén	你 闻 到 什么 味道 了 吗 ？	nǐ wéndào shénme wèidào le ma?	Did you smell something?
公平	fair; just	gōng píng	这 个 比赛 不 公平 。	zhè ge bǐsài bù gōngpíng.	This competition is not fair.
玩意	thing (used in a derogatory way)	wán yì	这 是 什么 玩意 ？ 快 拿 走 ！	zhè shì shénme wányì? Kuài ná zǒu!	What is this thing? Take it away quickly!
以及	and; as well as	yǐ jí	这 家 餐馆 提供 好 吃 的 食物 以及 不错 的 服务 。	zhè jiā cānguǎn tígōng hào chī de shíwù yǐjí bùcuò de fúwù.	This restaurant provides delicious food as well as good service.
盯	to stare at; to gaze at	dīng	你 一直 盯 着 我 看 什么 ？	nǐ yīzhí dīngzhe wǒ kàn shénme?	Why are you staring at me?
自然	naturally/of course; nature; natural	zì rán	他 工作 很 努力 ， 自然 会 有 好 成绩 。	tā gōngzuò hěn nǔlì, zìrán huì yǒu hǎo chéngjì.	He works very hard and will naturally have good results.
堆	pile; heap; crowd	duī	桌子 上 有 一 堆 书 。	zhuōzi shàng yǒu yī duī shū.	There is a pile of books on the table.
深	deep; profound; dark (color)	shēn	这 个 问题 很 深 ， 我 不 懂 。	zhè ge wèntí hěn shēn, wǒ bù dǒng.	This question is very deep; I don't understand it.
取	to take; to get; to fetch	qǔ	请 你 去 帮 我 取 一下 我 的 书包 。	qǐng nǐ qù bāng wǒ qǔ yīxià wǒ de shūbāo.	Please go get my schoolbag for me.
俱乐部	club	jù lè bù	你 有 没有 参加 学校 的 俱乐部 ？	nǐ yǒu méiyǒu cānjiā xuéxiào de jùlèbù?	Have you joined any school clubs?
通常	usually; generally	tōng cháng	我 通常 早上 七 点 起床 。	wǒ tōngcháng zǎoshang qī diǎn qǐchuáng.	I usually wake up at seven in the morning.
拯救	to save; to rescue	zhěng jiù	快 来 拯救 我 ！	kuài lái zhěngjiù wǒ!	Come quickly and save me!
差点	almost; nearly	chà diǎn	我 差点 迟到 了 。	wǒ chàdiǎn chídào le.	I was almost late.
咬	to bite	yǎo	你 的 狗 会 咬 人 吗 ？	nǐ de gǒu huì yǎo rén ma?	Does your dog bite people?
地球	the Earth; globe	dì qiú	我们 都 住 在 地球 上 。	wǒmen dōu zhù zài dìqiú shàng.	We all live on Earth.
紧	tight; urgent	jǐn	这 件 衣服 太 紧 了 。	zhè jiàn yīfu tài jǐn le.	These clothes are too tight.
透	thoroughly; completely	tòu	他 把 这 本 书 看 透 了 。	tā bǎ zhè běn shū kàn tòu le.	He has thoroughly read this book.
受害者	victim	shòu hài zhě	受害者 的 手 受 了 伤 。	shòuhàizhě de shǒu shòu le shāng.	The victim's hand was injured.
愚蠢	stupid; foolish	yú chǔn	这 是 一 个 很 愚蠢 的 问题 。	zhè shì yī gè hěn yúchǔn de wèntí.	This is a very stupid question.
帅	handsome; smart	shuài	那 个 男人 很 帅 ！	nà ge nánrén hěn shuài!	That man is very handsome!
客气	polite; courteous	kè qi	他 很 客气 ， 对 大家 都 很 好 。	tā hěn kèqi, duì dàjiā dōu hěn hǎo.	He is very polite and very nice to everyone.
造成	to cause; to create	zào chéng	这 个 问题 造成 了 很 多 人 的 麻烦 。	zhè ge wèntí zàochéng le hěn duō rén de máfan.	This problem has caused trouble for many people.
星	star	xīng	晚上 的 时候 ， 可以 看见 很 多 星 。	wǎnshang de shíhou, kěyǐ kànjiàn hěn duō xīng.	At night, you can see many stars.
信号	signal	xìn hào	我 的 手机 没有 信号 。	wǒ de shǒujī méiyǒu xìnhào.	My phone has no signal.
推	to push	tuī	请 你 帮 我 推 一下 这 张 桌子 。	qǐng nǐ bāng wǒ tuī yīxià zhè zhāng zhuōzi.	Please help me push this table.
关键	crucial; key; pivotal	guān jiàn	你 说的 很 对，这 是 关键。	nǐ shuō de hěn duì, zhè shì guānjiàn.	What you said is correct. This is the key point.
充满	to be full of; to be filled with	chōng mǎn	这 个 房间 充满 了 书 。	zhè ge fángjiān chōngmǎn le shū.	This room is full of books.
